id,b1,b2,b3,b4,b5,b6,b7,b8,b9,pred_minus_obs_H_b1,pred_minus_obs_H_b2,pred_minus_obs_H_b3,pred_minus_obs_H_b4,pred_minus_obs_H_b5,pred_minus_obs_H_b6,pred_minus_obs_H_b7,pred_minus_obs_H_b8,pred_minus_obs_H_b9,pred_minus_obs_S_b1,pred_minus_obs_S_b2,pred_minus_obs_S_b3,pred_minus_obs_S_b4,pred_minus_obs_S_b5,pred_minus_obs_S_b6,pred_minus_obs_S_b7,pred_minus_obs_S_b8,pred_minus_obs_S_b9,X,Y
385,59,51,96,86,80,131,67,53,98,53.73,-2.59,-4.84,8.2,-55.19,-72.86,8.68,-23.65,-43.41,-19.7,-0.01,-2.57,-18.22,-1.06,-3.86,-16.62,-0.71,-2.74,139.96507990620623,36.33536904000829
22,55,30,53,86,52,94,69,28,61,56.56,20.7,44.65,7.51,-24.94,-30.2,5.07,1.4,-5,-25.66,1.02,-3.15,-22.19,0.65,-2.84,-19.5,1.1,-2.77,139.9340595564602,36.094432205998466
368,45,28,49,91,51,95,66,24,53,71.2,25.69,52.44,6.31,-25.64,-34.63,9.76,6.18,2.89,-20.7,-3.37,-6.83,-21.04,-0.93,-4.24,-17.58,-2.49,-4.84,140.08872985954514,35.97474388721676
29,45,39,60,105,60,106,98,27,57,68.12,11.67,37.47,-8.42,-33.88,-43.58,-23.51,1.91,-1.94,-18.76,-1.01,-5,-23.14,-1.09,-5.18,-17.79,-1.24,-3.77,140.68029005375237,35.96178334581339
465,56,31,53,95,58,99,78,24,56,62.97,23.35,48.64,4.94,-32.86,-38.85,2.69,5.36,-0.64,-24.63,-0.48,-3.43,-23.3,-0.93,-4.18,-23.2,-1.66,-4.51,140.6209334861927,36.68800520438428
471,77,27,52,101,57,102,84,25,57,41.96,27.17,49.49,-2.14,-31.91,-41.95,-3.32,4.15,-1.81,-23.86,0.62,-2.15,-20.56,-0.66,-3.45,-22.48,-1.12,-4.13,140.61794880516752,36.74391593453033
33,68,28,54,104,50,96,90,28,61,43.51,22.74,43.62,-8.54,-23.66,-33.1,-17.25,0.91,-5.93,-10.26,-0.57,-1.7,-5.4,0.47,-1.36,-5.61,0.26,-1.67,140.48658593645916,36.13269595739005
117,83,28,54,119,47,92,97,25,58,35.13,19.08,36,-21.66,-22.54,-34.77,-15.03,3.64,-4.34,-24.81,0.01,-3.09,-22.39,-1.2,-3.83,-22.61,-1.07,-2.47,140.44291953865994,36.70810622499434
32,67,75,95,92,84,120,81,53,86,44.85,-24.28,2.59,3.77,-57.73,-57.22,-7.92,-24.11,-30.97,-15.64,-0.66,-2.3,-17.71,-0.63,-4.03,-13.26,-0.37,-2.91,140.58398684874075,36.81769107188885
35,56,50,68,80,70,100,107,27,60,57.8,0.42,27.5,17.38,-44.61,-39.56,-29.18,3.46,-3.55,-20.35,-2.13,-6.8,-17.57,-1.01,-5.12,-18.96,-2.67,-5.4,140.77866364802512,36.83906220520786
65,49,27,50,85,49,91,65,23,54,58.62,21.76,43.21,-1.72,-25.3,-35.1,-3.05,4.3,-1.53,-23.95,0.32,-2.86,-23.43,-0.83,-3.49,-15.86,-0.71,-2.71,140.6082319404578,36.88412317219329
263,56,26,50,91,49,93,81,25,56,58.45,24.4,47.35,6,-23.02,-30.79,-5.41,3.86,-0.95,-18.06,-0.32,-2.39,-20.61,-0.74,-4.18,-16.46,-0.69,-3.1,140.4608277193955,36.29375755408699
367,68,31,54,106,53,97,94,27,59,47.57,21.87,46.15,-10.86,-27.81,-37.01,-18.39,2.4,-3.84,-19.48,-1.87,-5.15,-18.52,-0.52,-3.22,-16.6,-1.46,-3.65,140.2475337080274,35.95418720262786
30,45,39,61,108,57,108,74,27,57,66.82,11.67,36.64,-14.65,-29.79,-44.06,1,2.56,-0.69,-19.71,-0.04,-2.99,-19.55,-1.25,-5.1,-18,-0.41,-4.04,140.05369030788717,36.00134593842314
268,66,29,53,99,51,96,77,26,58,47.11,21.67,44.54,-3.97,-24.89,-33.71,-2.83,2.94,-2.9,-17.43,-0.31,-1.67,-18.49,-0.62,-3.7,-15.05,-0.47,-2.89,140.30371262468572,36.428398564545404
304,65,48,68,107,66,107,114,30,63,42.85,0.8,25.27,-22.26,-42.14,-50.81,-50.92,-2.5,-10.24,-15.59,0.86,-2.31,-13.45,0.26,-0.77,-8.33,-0.32,-1.83,140.40496836300494,36.10353029040286
259,50,42,62,90,52,95,71,25,55,65.93,9.94,34.94,13.46,-26.25,-33.41,9.46,5.76,1.96,-21.03,-2.39,-5.18,-23.98,-0.99,-5.37,-21.91,-3.04,-5.99,140.36514188947203,36.52317708851773
412,33,31,53,106,53,104,64,23,52,85.35,23.79,50.51,-7.83,-27.45,-43.15,14.01,7.23,4.05,-22.43,-2.79,-7.63,-20,-1.07,-4.45,-19.11,-2.43,-4.98,139.9297718668258,36.27038537845067
502,48,33,57,93,54,95,94,25,54,65.83,17.21,37.9,8.69,-29.21,-35.9,-17.21,4.21,0.69,-21.74,-1.69,-5.25,-26.3,-1.22,-5.49,-20.12,-0.93,-3.52,140.16107012352296,36.13497563701936
352,66,63,90,101,78,120,94,38,73,46.94,-11.29,6.01,-0.71,-52.56,-59.87,-18.06,-7.37,-16.8,-15.64,-1.1,-2.53,-20.54,-0.86,-3.84,-16.35,-2.31,-4.36,140.55244416677272,36.21003889943507
252,56,43,63,96,63,101,112,27,59,58.81,8.14,34.09,4.9,-37.11,-39.11,-34.66,2.52,-3.4,-20.38,-1.64,-4.73,-25.56,-0.99,-5.2,-20.36,-2.13,-4.87,140.0851117368371,36.38408118452447
88,69,27,51,101,47,88,79,23,54,41.93,21.73,41.24,-7.52,-22.18,-29.38,-3.61,6.71,1.3,-9.39,-1.92,-3.74,-11.79,-1.31,-3.24,-8.18,-2.25,-4.41,140.40552273003786,36.37467277056497
9,51,57,77,90,89,123,97,47,83,64.91,-5.21,21.45,12.21,-62.9,-60.4,-16.75,-16.85,-26.44,-20.97,-1.76,-5.05,-22.01,-0.93,-5.6,-22.26,-3.28,-6.39,140.7443005793306,36.8411489085876
145,53,45,66,102,55,100,89,25,54,57.37,4.92,27.73,-4.26,-30.05,-41,-15.03,4.47,0.73,-19.14,-0.45,-3.55,-22.47,-0.99,-4.81,-18.85,-0.54,-3.02,139.85976507362014,36.21272623089105
160,72,77,92,98,98,125,96,39,70,41.46,-28.91,1.47,-2.01,-73.29,-65.54,-17.56,-9.56,-14.62,-22.7,-1.8,-6.67,-20.66,-1.37,-5.89,-20.25,-1.43,-4.22,140.5389923002513,36.73623519549706
38,63,70,92,90,87,129,103,70,109,49.2,-19.21,5.67,4.24,-60.53,-66.15,-28.98,-40.84,-53.53,-18.39,-0.31,-2.56,-19.41,-0.83,-4.3,-16.09,-0.47,-3.3,140.5724409915409,36.82249780831055
198,67,51,68,115,69,111,136,31,67,47.7,-0.27,29.16,-16.32,-42.93,-49.01,-58.09,0.71,-9.17,-18.27,-1.8,-6.32,-20.88,-1.63,-6.13,-22.56,-5.53,-8.11,140.6127666395882,35.9997031788529
344,40,29,51,92,52,96,69,23,53,73.32,22.67,44.69,8.96,-26.53,-35.79,7.71,7.92,3.55,-16.53,-1.02,-2.51,-21.69,-0.88,-4,-17.53,-2.54,-4.69,140.29760400987098,36.17635684396158
466,53,51,72,91,83,121,66,43,71,65.83,2.88,29.37,7.4,-57.91,-60.89,14.31,-13.96,-15.92,-23.05,0.69,-1.59,-19.88,-0.59,-3.21,-21.78,-0.86,-3.91,140.23901694230221,36.50246252192726
136,53,67,97,76,88,130,54,56,92,64.01,-14.03,2.69,20.05,-63.04,-70.47,24.33,-27.03,-37.12,-22.74,0.14,-2.32,-20.47,-0.54,-3.14,-20.83,-1.13,-3.84,140.54888120108026,36.39801076555599
347,78,31,58,115,48,92,103,25,59,30.05,16.71,31.91,-24.6,-23.69,-35.01,-29.42,4.36,-4.29,-13.46,0.11,-2.02,-13.76,-0.67,-2.77,-12.71,-1.2,-3.05,140.26481424382445,36.52541397930912
239,76,29,54,105,49,94,89,25,60,33.89,21.84,43.72,-10.34,-22.53,-30.72,-18.71,3.78,-5.17,-14.42,-0.77,-2.74,-17.65,-0.83,-4.67,-11.17,-0.27,-2.78,140.51933790807956,36.63586574110965
484,75,28,54,115,56,101,80,23,55,44.77,27.91,49.4,-14.81,-30.82,-40.62,2.03,6.21,0.34,-25.22,-0.21,-3.72,-19.57,-0.74,-3.54,-23.4,-1.48,-4.43,140.37916282478847,36.31563379879732
34,49,46,67,105,57,100,91,25,55,66.99,5.85,30.25,-1.41,-31.14,-38.09,-10.45,5.72,1.95,-21.31,-2.11,-4.91,-24.32,-0.98,-5.5,-22.41,-3.16,-6.14,140.38628878788217,36.39610128228878
70,55,58,81,97,77,121,85,38,71,56.46,-7.94,14.45,-5.31,-51.94,-61.81,-13.99,-9.3,-16.49,-16.3,-0.04,-2.15,-16.69,-0.43,-2.48,-13.21,-0.98,-3.09,140.18075225328843,36.3208885551453
49,70,28,54,113,52,100,88,25,63,44.55,22.46,43.37,-17.31,-26.17,-38.22,-12.66,3.85,-8.02,-4.81,0.97,2.27,-8.54,-0.2,-0.04,-7.13,-0.3,-0.14,140.1702476143032,36.373885192535525
171,85,30,57,117,49,94,93,25,60,28.92,18.69,37.62,-20.88,-23.78,-32.93,-13.08,4.26,-4,-21.87,-2.2,-6.5,-19.5,-1.68,-6.94,-20.61,-1.24,-4.91,140.15721969741725,35.87922229906058
196,69,27,53,106,47,90,87,24,55,35.81,19.86,36.67,-18.69,-23.24,-33.71,-18.59,4.87,-0.88,-13.32,0.16,-2.39,-7.12,0.02,-2.06,-10.04,-0.74,-2.88,140.09604552325848,35.972495074106675
130,64,27,51,99,50,96,89,26,58,56.23,29.79,55.97,2.27,-23.27,-33.03,-10.79,6.53,0.32,-19.99,-6.19,-10.83,-18.34,-1.77,-5.75,-15.9,-4.67,-6.65,139.84960409438824,36.197685948187264
260,52,28,53,92,60,103,82,27,57,64.26,23.57,45.15,12.45,-33.93,-40.11,-1.41,2.71,-0.98,-21.41,-1.99,-6.18,-28.83,-1.33,-6.45,-23.28,-2.39,-5.28,140.65527639271068,36.785480586380864
436,54,38,60,109,58,105,101,26,59,63.83,15.53,41.01,-8.21,-32.7,-44.58,-21.81,3.86,-3.32,-23.55,-1.93,-6.21,-25.44,-1.29,-5.24,-21.81,-2.15,-4.83,140.08755232826817,36.162876160802135
417,49,27,49,87,51,93,74,24,54,70.12,28.63,56.18,12.47,-25.15,-31.46,4.33,6.77,2.59,-23.3,-3.91,-9.61,-21.62,-1.46,-5.37,-19.73,-3.06,-5.61,140.6933492227573,36.85097370947124
209,53,55,76,99,86,121,104,41,78,60.31,-2.77,24.94,-0.5,-59.73,-57.76,-26.87,-11.18,-21.45,-18.4,-2.85,-9.25,-19.52,-1.56,-7.08,-20.07,-2.78,-6.22,140.03341643782025,36.07668361154513
296,55,44,62,114,57,102,110,28,62,57.94,6.47,33.44,-15.35,-31.71,-41.98,-35.43,1.54,-6.64,-17.4,-0.8,-3.31,-22.87,-0.72,-3.63,-16.78,-2.03,-4.26,140.10620574825504,36.15076804047806
442,57,63,85,112,73,115,103,30,65,62.24,-9.68,15.48,-12.97,-47.88,-55.16,-22.28,-0.56,-9.49,-24.62,0.42,-2.06,-22.15,-0.64,-3.42,-22.78,-1.22,-4.37,140.62745560029643,36.8137020879351
450,48,25,50,91,48,90,74,23,53,66.56,26.39,46.73,9.18,-22.91,-30.28,3.38,6.76,2.31,-22.59,-1.09,-4.85,-26.44,-1.26,-5.31,-22.39,-2.16,-4.6,139.94467337338085,36.211632999694494
282,60,56,78,84,73,104,102,27,56,54.02,-3.51,18.33,18.03,-47.45,-43.15,-23.16,3.89,0.9,-22.92,-2.17,-6.17,-23.23,-0.96,-5.49,-22.24,-1.37,-4.27,140.4672542957593,35.95056777236977
31,57,28,49,96,48,92,78,25,57,57.71,23.08,48.15,4.48,-22.06,-29.98,-0.94,4.47,-1.44,-21.93,-2.47,-4.86,-24.79,-1.08,-5.86,-21.44,-2.33,-5.94,140.2530748449064,35.91269974459014
246,78,30,55,112,53,99,104,27,62,36.64,22,43.36,-10.37,-27.11,-37,-24.89,3.68,-5.02,-21.04,-2.41,-6.56,-22.93,-1.15,-5.93,-21.86,-3.14,-6.28,140.5373848453506,36.07324714159847
510,63,29,51,92,46,86,72,23,53,49.47,18.91,42.03,4.04,-21.35,-26.78,5.58,6.5,2.34,-21.08,-1.52,-5.8,-18.82,-1.18,-5.3,-18.03,-1.29,-3.92,140.6152190234331,36.73159434254076
341,63,75,95,77,85,123,92,60,97,50.39,-23.08,3.73,16.15,-59.58,-62.62,-17.49,-31.01,-42.09,-19.67,-0.81,-2.29,-20.33,-0.44,-3.08,-16.71,-0.74,-3.04,140.37291869776132,35.93680212771247
270,67,68,89,110,82,121,79,51,81,45.55,-17.17,8.68,-15.59,-55.7,-58.5,-4.86,-21.89,-25.65,-18.42,-0.37,-2.39,-19.76,-0.81,-4.15,-16.18,-0.59,-3.24,139.9339599881821,36.18101701790232
12,64,52,71,98,72,109,87,37,70,50.02,-0.56,27.64,0.31,-46.02,-46.84,-9.36,-5.94,-12.59,-18.32,-2.47,-7.93,-20.07,-1.51,-6.34,-21.78,-4.52,-7.42,140.28426246659527,36.73370486865837
280,69,27,52,106,48,93,84,23,55,47.79,24.44,44.63,-2.16,-22.39,-31.59,-3.38,7.39,1.56,-22.11,-1.71,-5.35,-25.3,-0.81,-5.31,-22.03,-2.4,-5.33,140.65628027072063,36.70966747739027
15,41,44,67,64,71,104,84,54,85,71.81,8.35,34.35,33.13,-44.66,-40.47,-7.91,-24.34,-28.44,-18.06,-3.04,-10.02,-18.23,-1.68,-7.48,-19.16,-2.55,-6.17,140.44535469054475,36.67864002679887
388,73,79,123,98,89,115,68,44,73,37.23,-28.55,-29.46,-0.48,-63.73,-55.61,7.07,-13.58,-17.13,-16.97,-0.25,-2.76,-21.49,-0.95,-4.28,-18.71,-1.98,-4.38,140.4862916779004,36.1210201730113
330,63,30,52,109,52,96,91,24,57,50.49,21.21,43.92,-9.34,-26.72,-36.03,-14.94,6.28,-0.92,-7.76,-1.25,-1.46,-12.07,-0.68,-2.55,-8.5,-1.73,-3.38,140.2407901387229,36.435667403527525
118,58,30,52,93,49,91,72,24,56,48.54,20.88,41.12,-0.35,-23.63,-32.4,1.8,6.38,-0.52,-14.04,-2.58,-4.12,-18.42,-1.05,-2.99,-13.19,0.48,-3.01,139.95440214460177,36.01343056422126
250,78,27,54,117,49,95,105,27,61,38.27,24.61,43.85,-13.29,-23.07,-32.56,-24.56,3.1,-4.64,-22.26,-1.75,-5.45,-26.81,-1.11,-6.15,-23.29,-2.53,-5.5,140.36715413567197,36.726502586222495
53,85,34,59,112,58,99,115,26,63,27.51,24.99,40,4.59,-31.54,-37.01,-30.67,8.66,-3.25,-18.02,-8.8,-8.47,-35.97,-1.72,-6.05,-24.83,-5.74,-7.57,140.21897536316627,36.363817166411565
333,51,28,51,80,48,86,71,23,53,60.97,21.27,42.22,15.56,-23.03,-26.8,5.13,7.23,2.95,-17.25,-1.33,-5.44,-19.06,-1.27,-4.91,-15.64,-2.36,-4.56,140.56921133769902,36.699020893967024
382,49,43,64,116,58,107,102,27,59,67.7,10.68,37.59,-19.77,-32.65,-46.62,-25.41,2.71,-3.49,-21.15,-2.37,-6.25,-19.36,-0.73,-3.82,-17.79,-1.78,-4.21,139.9333132074016,36.042499466812906
424,52,30,53,82,53,92,83,24,52,56.07,20.53,40.04,13.6,-27.86,-33.19,-10.05,5.89,2.94,-16.71,-0.43,-2.59,-19.3,-0.92,-3.96,-17.24,-0.71,-3,140.31574804647155,36.367458030956946
0,39,36,57,91,59,101,93,27,60,75.7,14.86,40.35,7.97,-32.92,-38.92,-14.94,4.47,-2.36,-18.41,-1.88,-6.43,-21.03,-1.6,-6.18,-22.5,-5.2,-7.86,140.65345370620244,35.932587631854076
370,51,37,60,99,62,108,89,26,57,63.91,15.7,39.62,-1.41,-36.71,-47.93,-13.37,4.26,-1.07,-18.72,-2.49,-5.21,-19.9,-0.83,-3.96,-16.87,-2.42,-4.76,140.47177876325244,36.77060550151931
404,55,65,97,81,66,98,75,26,54,58.05,-17.09,-6.19,12.44,-41.34,-40.25,1.5,3.27,0.52,-20.45,-0.24,-3.34,-17.83,-1.22,-3.9,-17.33,-1.24,-3.01,140.30652744286266,36.363939150059984
68,59,56,75,88,77,107,114,26,58,56.68,-4.84,20.71,12.76,-51.62,-46.43,-35.29,4.84,-1.16,-23.36,-1.58,-6.44,-23.72,-1.08,-5.63,-21.05,-1.95,-4.79,139.76176187529325,36.188481614933494
20,78,85,101,124,82,126,91,50,80,37.23,-33.92,-3.44,-24.21,-55.89,-63.47,-13.53,-20.94,-24.71,-20.68,-1.6,-5.22,-24.8,-1.16,-5.72,-20.59,-1.67,-4.54,140.48872526575641,36.77609955186452
441,70,29,52,102,54,102,79,25,58,48.54,24.6,48.97,-4.94,-29.04,-42.16,0.68,3.8,-3.2,-23.26,0.33,-1.85,-19.56,-0.41,-3.1,-21.25,-0.57,-3.58,140.50104586627845,36.228091402394426
426,37,24,47,79,43,84,42,20,45,75.69,23.8,44.4,15.01,-18.4,-25.81,34.66,9.15,9.58,-23.42,-1.59,-5.94,-21.56,-1.5,-5.16,-19.9,-1.2,-3.24,140.602724287237,36.34619829034566
69,78,29,55,119,49,97,99,26,63,40.85,20.57,41.14,-21.66,-23.44,-35.44,-18.66,3.28,-6.66,-25.73,-1.05,-8.27,-21.08,-1.69,-7.25,-21.45,-1.02,-4.65,140.31655680491275,36.05837783455805
113,59,53,71,110,63,107,96,26,56,52.6,-1.14,27.58,-18.42,-37.92,-47.37,-21.79,2.79,-1.47,-21.61,-0.9,-5.3,-22.3,-0.82,-3.78,-20.86,-1.76,-3.86,139.88093122874506,36.2052829693186
122,60,46,73,114,69,116,92,29,63,55.13,6.6,26.39,-19.22,-43.95,-56.32,-15.33,0.09,-8.1,-21.34,-0.46,-3.55,-20.09,-0.56,-3.17,-19.49,-1.32,-3.74,139.99600342086254,35.96548927380755
221,63,30,53,99,52,93,88,27,59,50.93,20.92,44.43,-0.67,-25.9,-30.58,-11.97,2.02,-3.85,-20.23,-1.73,-6.41,-26.94,-1.38,-5.96,-20.99,-1.87,-4.38,140.24977388642063,36.66712286338982
467,57,31,52,90,52,91,88,25,56,52.54,17.74,40.78,6.95,-27.14,-32.18,-13.78,4.54,-1.1,-18.36,-0.64,-5.42,-17.58,-0.85,-4.35,-16.54,-0.97,-3.23,140.54002669945223,36.59708346599898
464,46,29,50,85,51,90,80,24,53,65.98,20.85,44.23,13.72,-26.16,-30.83,-4.89,5.49,1.92,-20.65,-0.64,-3.82,-23.55,-1.02,-5.27,-19.85,-0.44,-3.16,139.9716616336286,35.92611495354459
194,66,69,93,90,63,100,99,25,57,45.97,-20.93,0.18,6.34,-38.24,-40.56,-21.73,4.74,-1.5,-19.64,-1.45,-5.6,-17.03,-1.08,-5.15,-16.77,-1.46,-4.03,140.59009147529568,36.117081091306034
497,57,61,87,81,49,86,61,23,50,51.44,-12.97,4.88,15.01,-24.33,-27.45,12.62,6.48,4.96,-20.99,-1.24,-7.24,-19.81,-1.21,-5.07,-18.03,-0.73,-3.24,140.50006665986712,36.64865893936094
238,43,40,64,91,58,100,90,25,54,73.74,11.41,33.94,11.46,-31.94,-37.25,-10.23,4.19,1.44,-21.42,-1.82,-5.29,-26.62,-1.19,-6.05,-22.3,-1.86,-4.78,140.6436636966556,35.93314831269441
360,50,48,71,86,67,102,89,25,56,61.89,0.72,21.73,9.08,-42.17,-43.52,-14.91,4.68,-0.56,-18.16,0.83,-3.06,-18.24,-0.67,-3.58,-15.04,-0.54,-3.24,140.2068629996202,36.12278262716949
161,46,47,72,81,57,94,88,26,53,63.97,1.39,20.44,14.62,-32.22,-35.23,-13.39,3.47,1.88,-20.1,-0.65,-5.92,-17.73,-0.96,-4.51,-17.3,-0.9,-3.1,140.35453872128102,36.22824192222944
99,54,33,59,78,48,87,62,23,52,58.71,14.08,30.44,13.54,-23.59,-29.65,14.77,6.1,2.36,-32.95,1.42,-3.59,-29.02,-1.09,-5.37,-23.56,4.26,2.82,140.2963815933259,36.64200578970374
55,53,29,51,87,49,92,66,24,56,60.98,21.63,46.37,7.84,-23.27,-30.63,8.61,4.88,-1.07,-26.56,0.74,-3.67,-28.71,-0.29,-4.33,-22.42,-0.38,-3.74,140.4051018111655,36.370387964359445
475,62,72,103,86,61,97,94,26,56,47.63,-23.46,-10.45,10.44,-36.18,-38.23,-19.76,3.52,-1.13,-19.64,-0.77,-6.01,-18.11,-0.94,-4.48,-17.09,-0.95,-3.14,140.13926038532603,36.2164117019338
301,59,28,54,95,51,96,76,26,58,54.67,22.9,43.66,-0.67,-25.29,-34.74,-1.67,2.94,-3.01,-18.83,-0.29,-2.46,-20.54,-0.58,-3.46,-16.38,-0.68,-3.01,140.02966981270822,36.10313241109283
7,40,39,58,82,61,99,89,26,57,73.99,12.91,41.92,17.33,-34.82,-36.19,-11.07,4.28,-0.19,-18.72,-2.61,-8.38,-20.56,-1.51,-6.68,-21.16,-3.42,-6.61,140.77614349005148,36.85197393372306
336,42,36,59,83,61,103,63,36,62,71.51,15.83,39.64,10.29,-35.53,-42.5,11.49,-7.01,-7.07,-19.28,-0.59,-1.6,-20.14,-0.36,-3,-15.86,-0.53,-2.8,140.1414500483812,36.05151955638772
345,32,32,53,84,77,116,61,35,70,82.01,19.24,44.45,11.09,-51.88,-56.35,13.48,-5.89,-15.05,-18.24,-0.89,-3.62,-19.14,-0.57,-3.16,-16.01,-1.36,-3.61,140.51175658387447,35.97730845001106
380,50,30,54,88,51,93,61,22,50,61.86,21.41,41.09,11.39,-25.61,-33.16,14.53,8.94,6.39,-17.5,-0.81,-2.66,-21.96,-0.76,-4.03,-19.09,-3.08,-5.35,140.40838810393416,36.46157150943985
1,84,30,57,112,51,98,92,26,62,30.58,20.42,39.83,-16.74,-24.92,-36.33,-15.67,8.16,-2.26,-16.27,-1.95,-6.25,-18.79,-1.99,-6.18,-23.41,-8.87,-10.83,140.65292935518812,36.64077331720138
